id,created_at,scenario,transport,tls_enabled,connection_mode,payload_bytes,planned_messages,messages_count,avg_latency_ms,std_latency_ms,avg_energy_mj,std_energy_mj,avg_overhead_bytes,total_overhead_bytes,min_latency_ms,max_latency_ms,min_energy_mj,max_energy_mj,notes
http_keepalive_run01_256B_20260303_210930,2026-03-03T21:09:30.889936+00:00,http_keepalive,http,0,keepalive,256,,5,22.3352,3.7809425015464067,0.768103,0.11527212316514347,100.0,500,16.681,26.435,0.648083,0.909212,
http_keepalive_run01_256B_20260303_211938,2026-03-03T21:19:38.990837+00:00,http_keepalive,http,0,keepalive,256,,3,19.512,4.097952049499849,0.8651113333333335,0.041873931763489025,100.0,300,15.997,24.013,0.825892,0.909212,
http_new_run01_256B_20260303_210930,2026-03-03T21:09:30.779588+00:00,http_new,http,0,new,256,,5,25.9192,16.63569778217914,1.0264849999999999,0.5119671254729156,120.0,600,15.997,55.236,0.739213,1.938396,
http_new_run01_256B_20260303_211938,2026-03-03T21:19:38.919239+00:00,http_new,http,0,new,256,,3,31.691,20.6631952756586,1.1487676666666666,0.6839970474660935,120.0,360,16.573,55.236,0.739213,1.938396,
https_keepalive_run01_256B_20260303_210931,2026-03-03T21:09:31.105954+00:00,https_keepalive,https,1,keepalive,256,,5,26.3076,3.7186047517852723,1.0916055999999998,0.061854317175925516,220.0,1100,22.858,32.511,0.986039,1.139888,
https_keepalive_run01_256B_20260303_211939,2026-03-03T21:19:39.130674+00:00,https_keepalive,https,1,keepalive,256,,3,28.326333333333334,2.5431951032772404,1.0084333333333333,0.07001357889962015,220.0,660,25.431,30.199,0.939133,1.079139,
https_new_run01_256B_20260303_210930,2026-03-03T21:09:31.000470+00:00,https_new,https,1,new,256,,5,47.3066,43.11112627037248,2.0310974,2.0731423266788274,240.0,1200,25.458,124.349,0.939133,5.735139,
https_new_run01_256B_20260303_211939,2026-03-03T21:19:39.062120+00:00,https_new,https,1,new,256,,3,64.07733333333333,57.27528493454514,2.6776020000000003,2.661081183148496,240.0,720,29.353,130.185,1.049145,5.748476,
test_run_wsl_01,2026-03-03T00:43:41.328215+00:00,https_tls_keepalive,https,1,keepalive,256,,1,120.5,,3.4,,256.0,256,120.5,120.5,3.4,3.4,
